VAARWATER;BENAM_COD;BENAMING;S57_ID;INBEDRIJF;X_RD;Y_RD;OBJ_SOORT;IALA_CAT;N_WGS_GMS;E_WGS_GMS;N_WGS_GM;E_WGS_GM;OBJ_VORM_C;OBJ_VORM;OBJ_KLEUR_C;OBJ_KLEUR;KLEURPATR_C;KLEURPATR;V_TT_C;TT_TOPTEK;TT_KLEUR_C;TT_KLEUR;TT_PAT_C;TT_KLR_PAT;SIGN_KAR_C;SIGN_KAR;SIGN_GR_C;SIGN_GROEP;SIGN_PERIO;RACON_CODE;LICHT_KL_C;LICHT_KLR;OPGEHEVEN;X_WGS84;Y_WGS84
AMSTERDAM-RIJNKANAAL;VW-ARK  -0125;AK-F;5502;11.07.2016;125640,8847;486829,8339;LK1800 MM.;3;52.22.06.84;004.57.22.07;52.22.1140;004.57.3678;1;spits;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;2;Fl (flashing);(3);(3);10;#;6;Geel;#;4.95613056;52.36856667
BALLUMERBOCHT;VW-BA   -0109;BB 14;1101;16.04.2012;177173,4066;605468,5399;REC;4;53.26.06.06;005.43.15.00;53.26.1010;005.43.2500;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.72083333;53.43501667
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0101;B 3;1042;01.01.2005;207384,6193;600459,8323;SK31 630;4;53.23.16.44;006.10.28.34;53.23.2740;006.10.4723;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17453889;53.3879
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0102;B 5;1042;01.01.2005;207529,5725;600014,7170;SK31 630;4;53.23.01.99;006.10.35.92;53.23.0332;006.10.5986;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17664444;53.38388611
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0103;B 7;1042;01.01.2005;207619,5988;599674,7419;SK31 630;4;53.22.50.96;006.10.40.58;53.22.8494;006.10.6764;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17793889;53.38082222
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0104;B 9;1042;01.01.2005;207699,6376;599134,6813;SK31 630;4;53.22.33.47;006.10.44.59;53.22.5578;006.10.7432;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17905278;53.37596389
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0105;B 11;1042;01.01.2005;207659,6135;598799,7707;SK31 630;4;53.22.22.65;006.10.42.23;53.22.3775;006.10.7038;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17839722;53.37295833
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0110;STG 7;1042;01.01.2005;0,0000;0,0000;SK31 630;4;53.21.40.51;006.12.29.06;53.21.6752;006.12.4843;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.20807222;53.36125278
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0111;STG 5;1042;01.01.2005;0,0000;0,0000;SK31 630;4;53.21.40.93;006.12.40.69;53.21.6822;006.12.6782;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.21130278;53.36136944
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0112;STG 3;1042;01.01.2005;0,0000;0,0000;SK31 630;4;53.21.40.68;006.12.53.94;53.21.6780;006.12.8990;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.21498333;53.3613
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0113;STG 1;1042;01.01.2005;210069,8129;597669,6811;SK31 630;4;53.21.45.22;006.12.51.88;53.21.7537;006.12.8646;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.21441111;53.36256111
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0114;BTGR 2;1104;01.01.2005;207389,9818;600764,8769;REC;4;53.23.26.29;006.10.28.80;53.23.4383;006.10.4800;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17466667;53.39063611
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0115;BTGR 4;1104;01.01.2005;207474,9623;600609,9806;REC;4;53.23.21.25;006.10.33.30;53.23.3543;006.10.5551;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17591667;53.38923611
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0116;BTGR 6;1104;01.01.2005;207530,0090;600484,9952;REC;4;53.23.17.19;006.10.36.21;53.23.2866;006.10.6035;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.176725;53.38810833
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0117;BTGR 8;1104;01.01.2005;207609,9564;600344,8867;REC;4;53.23.12.63;006.10.40.45;53.23.2106;006.10.6742;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17790278;53.38684167
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0118;BTGR 10;1104;01.01.2005;207674,9881;600189,9604;REC;4;53.23.07.60;006.10.43.87;53.23.1267;006.10.7313;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17885278;53.38544444
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0119;BTGR 12;1104;01.01.2005;207699,9279;599999,9034;REC;4;53.23.01.44;006.10.45.11;53.23.0241;006.10.7519;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17919722;53.38373333
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0120;BTGR 14;1104;01.01.2005;207689,9335;599849,9028;REC;4;53.22.56.59;006.10.44.48;53.22.9433;006.10.7414;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17902222;53.38238611
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0121;BTGR 16;1104;01.01.2005;207709,9401;599695,0382;REC;4;53.22.51.58;006.10.45.47;53.22.8597;006.10.7579;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17929722;53.38099444
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0122;BTGR 18;1104;01.01.2005;207779,9772;599560,0178;REC;4;53.22.47.19;006.10.49.18;53.22.7865;006.10.8197;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.18032778;53.379775
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0123;BTGR 20;1104;01.01.2005;207860,0020;599414,9058;REC;4;53.22.42.46;006.10.53.42;53.22.7078;006.10.8904;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.18150556;53.37846111
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0124;BTG-WNB 2;5511;01.01.2012;207746,0115;600141,0167;ZT2;4;53.23.06.00;006.10.47.70;53.23.1000;006.10.7950;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.17991667;53.385
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0125;BTG-WNB 4;5511;01.01.2012;207776,3939;599900,1907;ZT2;4;53.22.58.20;006.10.49.20;53.22.9700;006.10.8200;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.18033333;53.38283333
BALSTIENGAT (LAUWERSMEER);VW-BTG  -0126;BTG-WNB 6;5511;01.01.2012;208238,0630;598913,9560;ZT2;4;53.22.26.13;006.11.13.57;53.22.4355;006.11.2262;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.18710278;53.373925
BEERKANAAL;VW-BL   -0101;B 9;1006;01.01.2005;0,0000;0,0000;LK2600 MM.;2;51.56.50.12;004.04.41.77;51.56.8353;004.04.6962;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;3;LFl (long-flashing);#;Niet toegewezen;8;#;4;Groen;#;4.07826944;51.94725556
AMSTERDAM-RIJNKANAAL;VW-ARK  -0126;AK-G;5541;11.07.2016;125624,8799;486829,9291;SK31 630;4;52.22.06.84;004.57.21.22;52.22.1140;004.57.3537;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.95589444;52.36856667
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0101;AM 1;1004;01.01.2005;0,0000;0,0000;TK1200.1;4;51.48.59.37;005.00.34.67;51.48.9895;005.00.5778;1;spits;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.00963056;51.81649167
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0102;AM 2;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.49.03.10;005.00.35.96;51.49.0517;005.00.5993;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.00998889;51.81752778
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0103;AM 3;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.48.46.69;005.00.36.05;51.48.7782;005.00.6008;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.01001389;51.81296944
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0104;AM 4;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.48.47.23;005.00.39.79;51.48.7872;005.00.6632;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.01105278;51.81311944
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0105;AM 5;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.48.29.50;005.00.53.00;51.48.4917;005.00.8833;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.01472222;51.80819444
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0106;AM 6;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.48.31.49;005.00.57.07;51.48.5248;005.00.9512;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.01585278;51.80874722
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0107;AM 7;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.48.12.60;005.01.29.57;51.48.2100;005.01.4928;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.02488056;51.8035
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0108;AM 8;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.48.17.08;005.01.33.71;51.48.2847;005.01.5618;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.02603056;51.80474444
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0109;AM 9;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.47.59.99;005.02.24.24;51.47.9998;005.02.4040;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.04006667;51.79999722
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0110;AM 10;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.48.08.59;005.02.09.74;51.48.1432;005.02.1623;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.03603889;51.80238611
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0111;AM 11;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.47.08.86;005.06.14.00;51.47.1477;005.06.2333;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.10388889;51.78579444
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0112;AM 12;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.47.58.18;005.02.40.56;51.47.9697;005.02.6760;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.0446;51.79949444
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0113;AM 16;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.47.15.86;005.03.28.88;51.47.2643;005.03.4813;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.05802222;51.78773889
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0114;AM 18;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.46.55.96;005.03.55.49;51.46.9327;005.03.9248;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.06541389;51.78221111
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0115;AM 20;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.46.46.62;005.04.11.24;51.46.7770;005.04.1873;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.06978889;51.77961667
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0116;AM 22;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.46.46.89;005.04.36.55;51.46.7815;005.04.6092;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.07681944;51.77969167
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0117;AM 9A;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.47.08.36;005.05.21.03;51.47.1393;005.05.3505;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.089175;51.78565556
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0119;AM 13;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.46.51.88;005.06.42.76;51.46.8647;005.06.7127;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.11187778;51.78107778
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0120;AM 24;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.46.48.68;005.06.53.98;51.46.8113;005.06.8997;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.11499444;51.78018889
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0121;AM 15;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.46.32.40;005.07.31.07;51.46.5400;005.07.5178;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.12529722;51.77566667
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0122;AM 17;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.46.24.87;005.08.06.97;51.46.4145;005.08.1162;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.13526944;51.773575
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0123;AM 19;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.46.18.97;005.08.17.39;51.46.3162;005.08.2898;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.13816389;51.77193611
ANDELSE/AFGEDAMDE MAAS;VW-AS   -0124;AM 26;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.46.07.08;005.08.23.95;51.46.1180;005.08.3992;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.13998611;51.76863333
BERGSCHE MAAS;VW-BM   -0105;BM 4;1102;01.01.2005;0,0000;0,0000;TK1200.2;3;51.43.07.52;004.59.03.17;51.43.1253;004.59.0528;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.98421389;51.71875556
BERGSCHE MAAS;VW-BM   -0106;BM 6;1102;01.01.2005;0,0000;0,0000;TK1200.2;3;51.42.43.83;005.03.04.18;51.42.7305;005.03.0697;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.05116111;51.712175
BERGSCHE MAAS;VW-BM   -0107;BM 8;1102;01.01.2005;0,0000;0,0000;TK1200.2;3;51.44.36.18;005.09.54.84;51.44.6030;005.09.9140;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.16523333;51.74338333
BERGSCHE MAAS;VW-BM   -0113;BM 3A;1002;01.01.2005;0,0000;0,0000;TK1200.1;3;51.44.15.98;005.08.03.97;51.44.2663;005.08.0662;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.13443611;51.73777222
BERGSCHE MAAS;VW-BM   -0119;OD 1;1046;01.01.2005;118931,7402;414504,3884;SK31 630;3;51.43.05.24;004.51.54.92;51.43.0874;004.51.9153;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;4;#;4;Groen;#;4.86525556;51.71812222
BERGSCHE MAAS;VW-BM   -0120;OD 3;1046;01.01.2005;119366,9702;414615,3252;SK31 630;3;51.43.08.93;004.52.17.55;51.43.1489;004.52.2925;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;3;LFl (long-flashing);#;Niet toegewezen;8;#;4;Groen;#;4.87154167;51.71914722
BINNEN BREESEM;VW-BR   -0102;BR 4;1141;01.01.2005;131999,7788;565919,6900;SK32 630;4;53.04.46.65;005.02.38.34;53.04.7775;005.02.6390;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.04398333;53.079625
BINNEN BREESEM;VW-BR   -0105;BR 6;1141;01.01.2005;132159,8592;566729,8405;SK32 630;4;53.05.12.88;005.02.46.73;53.05.2147;005.02.7789;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.04631389;53.08691111
BINNEN BREESEM;VW-BR   -0106;BR 2;1141;01.01.2005;0,0000;0,0000;SK32 630;4;53.04.08.49;005.00.54.72;53.04.1415;005.00.9120;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.0152;53.069025
BINNEN BREESEM;VW-BR   -0109;BR 2A;1141;01.01.2005;130744,7780;565059,8282;SK32 630;4;53.04.18.64;005.01.31.15;53.04.3106;005.01.5192;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.02531944;53.07184444
BINNEN BREESEM;VW-BR   -0110;BR-GAS 1;5125;01.03.2008;131549,7239;568529,8659;SK31 630;4;53.06.11.02;005.02.13.48;53.06.1836;005.02.2247;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.03707778;53.10306111
BINNEN BREESEM;VW-BR   -0111;BR 8;1141;15.09.2008;132009,7986;567579,6720;SK32 630;4;53.05.40.35;005.02.38.45;53.05.6725;005.02.6409;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.04401389;53.09454167
BINNEN BREESEM;VW-BR   -0112;BR 10;1141;01.01.2005;131439,8555;568249,7705;SK32 630;4;53.06.01.94;005.02.07.65;53.06.0323;005.02.1275;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.03545833;53.10053889
BINNEN BREESEM;VW-BR   -0113;BR 12;1141;01.01.2005;131264,8150;568704,6806;SK32 630;4;53.06.16.63;005.01.58.12;53.06.2771;005.01.9687;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.03281111;53.10461944
BINNEN BREESEM;VW-BR   -0114;BR 14;1141;01.01.2005;131084,7616;569154,8001;SK32 630;4;53.06.31.16;005.01.48.32;53.06.5193;005.01.8054;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.03008889;53.10865556
BINNEN BREESEM;VW-BR   -0115;BR 16;1141;01.01.2005;131079,8463;569649,6844;SK32 630;4;53.06.47.17;005.01.47.93;53.06.7861;005.01.7988;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.02998056;53.11310278
BINNEN BREESEM;VW-BR   -0116;BR 18;1141;01.01.2005;131049,8131;570164,7259;SK32 630;4;53.07.03.82;005.01.46.18;53.07.0637;005.01.7696;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.02949444;53.11772778
BINNEN BREESEM;VW-BR   -0117;BR 20;1141;01.01.2005;131029,8039;570674,7106;SK32 630;4;53.07.20.32;005.01.44.96;53.07.3386;005.01.7494;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.02915556;53.12231111
BINNEN BREESEM;VW-BR   -0118;BR 22;1141;01.01.2005;130999,8454;571179,7376;SK32 630;4;53.07.36.65;005.01.43.22;53.07.6108;005.01.7203;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.02867222;53.12684722
BINNEN BREESEM;VW-BR   -0119;BR 24;1141;01.01.2005;131069,8225;571769,7759;SK32 630;4;53.07.55.75;005.01.46.82;53.07.9291;005.01.7804;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.02967222;53.13215278
