VAARWATER;BENAM_COD;BENAMING;S57_ID;INBEDRIJF;X_RD;Y_RD;OBJ_SOORT;IALA_CAT;N_WGS_GMS;E_WGS_GMS;N_WGS_GM;E_WGS_GM;OBJ_VORM_C;OBJ_VORM;OBJ_KLEUR_C;OBJ_KLEUR;KLEURPATR_C;KLEURPATR;V_TT_C;TT_TOPTEK;TT_KLEUR_C;TT_KLEUR;TT_PAT_C;TT_KLR_PAT;SIGN_KAR_C;SIGN_KAR;SIGN_GR_C;SIGN_GROEP;SIGN_PERIO;RACON_CODE;LICHT_KL_C;LICHT_KLR;OPGEHEVEN;X_WGS84;Y_WGS84
VEERSE MEER;VW-VM   -0455;68;1562;01.01.2005;0,0000;0,0000;REC;4;51.33.02.94;003.45.16.26;51.33.0490;003.45.2710;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.75451667;51.55081667
VEERSE MEER;VW-VM   -0456;70;1562;01.01.2005;0,0000;0,0000;REC;4;51.32.58.26;003.45.06.06;51.32.9710;003.45.1010;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.75168333;51.54951667
VEERSE MEER;VW-VM   -0457;72;1562;01.01.2005;0,0000;0,0000;REC;4;51.32.52.56;003.44.54.30;51.32.8760;003.44.9050;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.74841667;51.54793333
VEERSE MEER;VW-VM   -0458;74;1562;01.01.2005;0,0000;0,0000;REC;4;51.32.45.84;003.44.44.76;51.32.7640;003.44.7460;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.74576667;51.54606667
VEERSE MEER;VW-VM   -0459;76;1562;01.01.2005;0,0000;0,0000;REC;4;51.32.40.32;003.44.32.94;51.32.6720;003.44.5490;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.74248333;51.54453333
VEERSE MEER;VW-VM   -0460;78;1562;01.01.2005;0,0000;0,0000;REC;4;51.32.34.92;003.44.19.92;51.32.5820;003.44.3320;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.73886667;51.54303333
VEERSE MEER;VW-VM   -0461;80;1562;01.01.2005;0,0000;0,0000;REC;4;51.32.30.06;003.44.07.86;51.32.5010;003.44.1310;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.73551667;51.54168333
VEERSE MEER;VW-VM   -0462;82;1562;01.01.2005;40183,6548;395895,7385;REC;4;51.32.25.08;003.43.55.55;51.32.4180;003.43.9258;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.73209722;51.5403
VEERSE MEER;VW-VM   -0463;84;1562;01.01.2005;39969,6926;395683,0329;REC;4;51.32.18.04;003.43.44.70;51.32.3007;003.43.7450;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.72908333;51.53834444
VLIELANDER BALG;VW-VB   -0102;VB-SB 2;10141;01.01.2005;137009,7664;586799,7030;SB2;4;53.16.02.77;005.07.03.29;53.16.0461;005.07.0548;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.11758056;53.26743611
VLIELANDER BALG;VW-VB   -0103;VB-SB 4;10141;01.01.2005;137269,8351;586849,7461;SB2;4;53.16.04.42;005.07.17.31;53.16.0736;005.07.2885;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.121475;53.26789444
VLIELANDER BALG;VW-VB   -0105;VB 10;1141;01.01.2005;136529,7624;586729,7393;SK32 630;4;53.16.00.44;005.06.37.40;53.16.0074;005.06.6234;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.11038889;53.26678889
VLIELANDER BALG;VW-VB   -0106;VB 8;1141;01.01.2005;136089,7680;586939,7530;SK32 630;4;53.16.07.18;005.06.13.62;53.16.1197;005.06.2270;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.10378333;53.26866111
VLIELANDER BALG;VW-VB   -0107;VB 6;1141;01.01.2005;135819,8168;587229,8133;SK32 630;4;53.16.16.53;005.05.58.99;53.16.2755;005.05.9832;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.09971944;53.27125833
[WANTIJ]VLAKTE VAN KERKEN;VW-WVK  -0106;WVK 10;1103;01.01.2005;126955,2257;572146,0170;REC;4;53.08.07.20;004.58.05.40;53.08.1200;004.58.0900;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.96816667;53.13533333
[WANTIJ]WESTWAL;VW-WWL  -0103;WWL 3;1043;01.01.2005;125584,7824;573519,7026;REC;4;53.08.51.37;004.56.51.23;53.08.8562;004.56.8539;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.94756389;53.14760278
[WANTIJ]WESTWAL;VW-WWL  -0104;WWL 5;1043;01.01.2005;125532,9269;573044,8108;REC;4;53.08.36.00;004.56.48.60;53.08.6000;004.56.8100;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.94683333;53.14333333
[WANTIJ]WESTWAL;VW-WWL  -0105;WWL 7;1043;01.01.2005;125665,2863;572802,8761;REC;4;53.08.28.20;004.56.55.80;53.08.4700;004.56.9300;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.94883333;53.14116667
[WANTIJ]WESTWAL;VW-WWL  -0106;WWL 9;1043;01.01.2005;125980,7264;572622,5340;REC;4;53.08.22.43;004.57.12.83;53.08.3738;004.57.2138;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.95356389;53.13956389
[WANTIJ]WESTWAL;VW-WWL  -0107;WWL 11;1043;01.01.2005;126330,1547;572489,3088;REC;4;53.08.18.19;004.57.31.67;53.08.3031;004.57.5278;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.95879722;53.13838611
[WANTIJ]WESTWAL;VW-WWL  -0110;WWL 13;1043;01.01.2005;0,0000;0,0000;REC;4;53.08.54.09;004.56.42.87;53.08.9015;004.56.7145;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.94524167;53.14835833
WEST FRIESLAND STELSEL (NZ);VW-VWF  -0102;NFR-A;6005;01.01.2005;74280,8447;668163,6432;L12 12,5M3;2;53.59.33.00;004.09.24.00;53.59.5500;004.09.4000;3;bol;3,1;Rood/wit;2;Vertikaal;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;12;Mo (morse);(A);(A);8;#;1;Wit;#;4.15666667;53.9925
WEST FRIESLAND STELSEL (NZ);VW-VWF  -0108;NFR-B;6005;01.01.2005;132150,1873;674948,0364;L12 12,5M3;2;54.03.33.00;005.02.18.00;54.03.5500;005.02.3000;3;bol;3,1;Rood/wit;2;Vertikaal;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;N;1;Wit;#;5.03833333;54.05916667
WESTGAT (AMELAND);VW-WA   -0102;WA 25;1041;01.01.2005;173289,7749;601719,6942;SK11 1200;4;53.24.05.33;005.39.43.87;53.24.0889;005.39.7311;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.66218611;53.40148056
WESTGAT (AMELAND);VW-WA   -0103;WA 8;1141;01.01.2005;166899,7988;607899,7789;SK12 1200;4;53.27.25.88;005.33.58.85;53.27.4314;005.33.9809;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56634722;53.45718889
WESTGAT (AMELAND);VW-WA   -0104;WA 24-MG 1;1371;01.01.2005;173549,8027;602074,8092;SK12 1200;4;53.24.16.79;005.39.58.01;53.24.2798;005.39.9669;5;spar;3,4,3;Rood/groen/rood;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.66611389;53.40466389
WESTGAT (AMELAND);VW-WA   -0106;WA 23-KB 8;1321;01.01.2005;172179,8092;603059,6886;SK11 1200;4;53.24.48.81;005.38.44.05;53.24.8135;005.38.7342;5;spar;4,3,4;Groen/rood/groen;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.64556944;53.41355833
WESTGAT (AMELAND);VW-WA   -0107;WA 20;1141;01.01.2005;172423,8452;603608,7168;SK12 1200;4;53.25.06.54;005.38.57.37;53.25.1090;005.38.9562;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.64926944;53.41848333
WESTGAT (AMELAND);VW-WA   -0108;WA 21;1041;01.01.2005;171300,1216;604070,0877;SK11 1200;4;53.25.21.58;005.37.56.61;53.25.3598;005.37.9435;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.63239167;53.42266111
WESTGAT (AMELAND);VW-WA   -0109;WA 18;1141;01.01.2005;171429,7880;604299,7000;SK12 1200;4;53.25.29.00;005.38.03.68;53.25.4834;005.38.0613;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.63435556;53.42472222
WESTGAT (AMELAND);VW-WA   -0110;WA 19-BB 20;1321;01.01.2005;170084,0146;604514,7065;SK11 1200;4;53.25.36.10;005.36.50.84;53.25.6017;005.36.8473;5;spar;4,3,4;Groen/rood/groen;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.61412222;53.42669444
WESTGAT (AMELAND);VW-WA   -0111;WA 16;1141;01.01.2005;0,0000;0,0000;SK12 1200;4;53.25.55.35;005.37.15.02;53.25.9225;005.37.2503;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.62083889;53.43204167
WESTGAT (AMELAND);VW-WA   -0112;WA 17;1041;01.01.2005;0,0000;0,0000;SK11 1200;4;53.26.19.39;005.35.55.04;53.26.3232;005.35.9173;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.59862222;53.43871944
WESTGAT (AMELAND);VW-WA   -0113;WA 14;1141;01.01.2005;0,0000;0,0000;SK12 1200;4;53.26.28.17;005.36.26.98;53.26.4695;005.36.4497;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.60749444;53.44115833
YANGTZEKANAAL;VW-YH   -0154;MH B;5512;01.04.2013;60203,4787;442246,7763;LK2600 MM.;2;51.57.38.00;004.00.28.57;51.57.6334;004.00.4762;2;stomp;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;3;LFl (long-flashing);#;Niet toegewezen;10;#;6;Geel;#;4.00793611;51.96055556
YUKONHAVEN;VW-YUH  -0101;YH-A;3873;21.04.2016;63122,4135;443343,6075;LK1800 MM.;2;51.58.15.25;004.03.00.37;51.58.2542;004.03.0061;2;stomp;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;2;Fl (flashing);#;Niet toegewezen;5;#;6;Geel;#;4.05010278;51.97090278
YUKONHAVEN;VW-YUH  -0102;YH-B;3873;21.04.2016;63112,7323;443477,3238;LK1800 MM.;2;51.58.19.57;004.02.59.73;51.58.3262;004.02.9955;2;stomp;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;2;Fl (flashing);#;Niet toegewezen;5;#;6;Geel;#;4.049925;51.97210278
YUKONHAVEN;VW-YUH  -0103;YH-C;3873;21.04.2016;63138,0547;443527,4909;LK1800 MM.;2;51.58.21.21;004.03.01.01;51.58.3535;004.03.0168;2;stomp;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;2;Fl (flashing);#;Niet toegewezen;5;#;6;Geel;#;4.05028056;51.97255833
WIELINGEN;VW-W    -0116;W 10;1105;01.01.2005;0,0000;0,0000;L12 12,5M3;1;51.25.51.07;003.33.16.91;51.25.8512;003.33.2818;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;4;Q (quick-flashing);#;Niet toegewezen;#;#;3;Rood;#;3.55469722;51.43085278
WIELINGEN;VW-W    -0118;SEGRE;2231;01.01.2005;0,0000;0,0000;SK12 1200;4;51.26.14.54;003.22.05.26;51.26.2423;003.22.0877;5;spar;6,2;Geel/zwart;1;Horizontaal;14;2 Kegels, punten naar beneden;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.36812778;51.43737222
WIELINGEN;VW-W    -0124;STEEL TRAVELLER;2231;01.01.2005;0,0000;0,0000;SK12 1200;3;51.24.39.24;003.20.23.42;51.24.6540;003.20.3903;5;spar;6,2;Geel/zwart;1;Horizontaal;14;2 Kegels, punten naar beneden;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.33983889;51.4109
WIELINGEN;VW-W    -0125;FORT MAISONNEUVE;2323;01.01.2005;0,0000;0,0000;LK3000 MM.;4;51.24.12.04;003.21.29.81;51.24.2007;003.21.4968;4;Pilaar;6,2,6;Geel/zwart/geel;1;Horizontaal;10;2 Kegels, punten naar elkaar;2;Zwart;#;Niet toegewezen;5;VQ (very quick-flashing);(9);(9);10;#;1;Wit;#;3.35828056;51.40334444
WIELINGEN;VW-W    -0126;HET VEER;2001;01.01.2005;0,0000;0,0000;SK11 1200;3;51.24.34.54;003.32.10.28;51.24.5757;003.32.1713;5;spar;2,6;Zwart/geel;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.53618889;51.40959444
WIELINGEN;VW-W    -0132;CZ 2;1143;11.04.2016;15559,9827;378930,0635;SK12 1200;4;51.22.56.32;003.23.02.57;51.22.9387;003.23.0428;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.38404722;51.38231111
WIELINGEN;VW-W    -0133;CZ 4;1141;11.04.2016;15510,0156;378809,9275;SK12 1200;4;51.22.52.39;003.23.00.16;51.22.8732;003.23.0026;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.38337778;51.38121944
WIELINGEN;VW-W    -0134;CA-A;5057;01.01.2005;13998,9676;377989,0456;SK11 1200;4;51.22.24.49;003.21.43.24;51.22.4082;003.21.7206;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.36201111;51.37346944
WIELINGEN;VW-W    -0135;CA-B;5057;01.01.2005;14251,9827;378266,0432;SK21 900;4;51.22.33.68;003.21.55.91;51.22.5613;003.21.9319;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.36553056;51.37602222
WIELINGEN;VW-W    -0136;CA-C;5057;01.01.2005;14781,9612;378445,9790;SK21 900;4;51.22.39.97;003.22.23.05;51.22.6662;003.22.3841;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.37306944;51.37776944
WIELINGEN;VW-W    -0137;NB-A;5057;01.01.2005;18208,9524;379984,0111;SK21 900;4;51.23.32.74;003.25.18.02;51.23.5457;003.25.3003;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.42167222;51.39242778
WIELINGEN;VW-W    -0138;NB-B;5057;01.01.2005;18686,0339;380129,9665;SK21 900;4;51.23.37.88;003.25.42.48;51.23.6313;003.25.7080;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.42846667;51.39385556
WIELINGEN;VW-W    -0139;BR-A;5057;01.01.2005;26035,0378;381734,9712;SK11 1200;4;51.24.36.01;003.32.00.34;51.24.6001;003.32.0056;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.53342778;51.41000278
WIELINGEN;VW-W    -0140;BR-B;5057;01.01.2005;26770,0095;381549,9482;SK11 1200;4;51.24.30.62;003.32.38.59;51.24.5104;003.32.6432;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.54405278;51.40850556
WIELINGEN NOORD;VW-WN   -0102;WN 2;5026;01.01.2005;0,0000;0,0000;SK12 1200;3;51.25.41.26;003.27.43.66;51.25.6877;003.27.7277;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.46212778;51.42812778
WIELINGEN NOORD;VW-WN   -0107;WN 6;3726;01.01.2005;0,0000;0,0000;LK3000 MM.;2;51.26.11.37;003.30.02.52;51.26.1895;003.30.0420;2;stomp;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;2;Fl (flashing);(4);(4);10;#;6;Geel;#;3.5007;51.43649167
ZOUTKAMPERLAAG;VW-Z    -0115;Z 5;1005;01.01.2005;201700,0000;605700,0000;LK2600 MM.;3;53.26.07.83;006.05.23.55;53.26.1305;006.05.3926;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;3;LFl (long-flashing);#;Niet toegewezen;8;#;4;Groen;#;6.089875;53.43550833
ZOUTKAMPERLAAG;VW-Z    -0116;Z 8-GL 1;1352;01.01.2005;0,0000;0,0000;LK2600 MM.;3;53.26.00.70;006.08.27.18;53.26.0117;006.08.4530;2;stomp;3,4,3;Rood/groen/rood;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;2;Fl (flashing);(2+1);(2+1);10;#;3;Rood;#;6.14088333;53.43352778
ZOUTKAMPERLAAG;VW-Z    -0119;Z 6-GVS 1;1371;01.01.2005;203250,0000;605900,0000;SK22 900;4;53.26.13.80;006.06.47.61;53.26.2300;006.06.7936;5;spar;3,4,3;Rood/groen/rood;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.113225;53.43716667
ZOUTKAMPERLAAG;VW-Z    -0120;Z 4;1105;01.01.2005;201950,0000;606100,0000;LK2600 MM.;3;53.26.20.69;006.05.37.31;53.26.3448;006.05.6218;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;3;LFl (long-flashing);#;Niet toegewezen;8;#;3;Rood;#;6.09369722;53.43908056
ZOUTKAMPERLAAG;VW-Z    -0121;Z 3-PR 8;1321;01.01.2005;201110,0000;606100,0000;SK21 900;4;53.26.20.95;006.04.51.81;53.26.3492;006.04.8634;5;spar;4,3,4;Groen/rood/groen;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.08105833;53.43915278
ZOUTKAMPERLAAG;VW-Z    -0122;Z 1;1005;01.01.2005;200550,0000;606800,0000;LK2600 MM.;3;53.26.43.77;006.04.21.83;53.26.7294;006.04.3639;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;5;VQ (very quick-flashing);#;Niet toegewezen;#;#;4;Groen;#;6.07273056;53.44549167
ZOUTKAMPERLAAG;VW-Z    -0123;Z 2;1105;01.01.2005;200889,7736;606939,6949;LK2600 MM.;3;53.26.48.18;006.04.40.31;53.26.8030;006.04.6719;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;5;VQ (very quick-flashing);#;Niet toegewezen;#;#;3;Rood;#;6.07786389;53.44671667
ZOUTKAMPERLAAG;VW-Z    -0125;Z 14-BZ 19;1371;01.01.2005;207709,8316;604519,7592;SK32 630;4;53.25.27.64;006.10.48.35;53.25.4606;006.10.8059;5;spar;3,4,3;Rood/groen/rood;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6.18009722;53.42434444
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0152;JHW 6;1102;01.01.2005;166669,2142;482407,4147;SK32 630;4;52.19.46.13;005.33.30.22;52.19.7688;005.33.5036;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55839444;52.32948056
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0153;JHW 7;1002;01.01.2005;166300,6088;482627,4165;SK31 630;4;52.19.53.27;005.33.10.78;52.19.8879;005.33.1796;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55299444;52.33146389
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0154;JHW 8;1102;01.01.2005;166474,7449;482490,5924;SK32 630;4;52.19.48.83;005.33.19.96;52.19.8139;005.33.3326;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55554444;52.33023056
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0156;JHW 10;1102;01.01.2005;166278,9219;482572,4765;SK32 630;4;52.19.51.50;005.33.09.62;52.19.8583;005.33.1604;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55267222;52.33097222
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0159;JHH 2;1102;01.01.2005;0,0000;0,0000;REC;4;52.19.12.68;005.33.37.57;52.19.2113;005.33.6261;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56043611;52.32018889
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0160;JHH 3;1002;01.01.2005;0,0000;0,0000;REC;4;52.19.06.89;005.33.35.49;52.19.1148;005.33.5914;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.55985833;52.31858056
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0161;JHH 4;1102;01.01.2005;0,0000;0,0000;REC;4;52.19.10.60;005.33.38.77;52.19.1767;005.33.6462;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56076944;52.31961111
WOLDERWIJD RECREATIE (RANDMEREN);VW-WWRR -0162;JHH 6;1102;01.01.2005;0,0000;0,0000;REC;4;52.19.08.53;005.33.39.98;52.19.1422;005.33.6663;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5.56110556;52.31903611
